zone_id,settlement,NDVI,NDBI,MNDWI,SAVI,UI,Contrast,Entropy,Homogeneity,Correlation,road_density,paved_proportion
MTH_1137,Mathare,0.3287998719799312,0.0347662997028539,-0.4312438512303414,0.2016514070539277,0.0347662997028539,29235.42289854153,4.351913195448104,0.0133739989673315,0.5861976962050787,5786.3622,0.0
MTH_1138,Mathare,0.4985636350804889,-0.078854281631815,-0.4602056644869612,0.3063044628136184,-0.078854281631815,71925.1555996211,4.348841835254881,0.0045808399952807,0.5043579830917402,31758.1994,0.0
MTH_1163,Mathare,0.0094140271498506,0.2230540585809366,-0.278232035560827,0.0039979669885152,0.2230540585809366,53417.75729848309,4.346116886013449,0.0067644791967868,0.5090754364599474,2628.6546,0.0
MTH_1164,Mathare,0.0441048451406316,0.1978437626676244,-0.2927855039368952,0.0260967009079126,0.1978437626676244,42046.15351065493,4.349698025428623,0.0110228014440401,0.4675001957782903,37477.8285,0.0
MTH_1165,Mathare,0.0401368034922279,0.1734743890247128,-0.2722577306948865,0.0228802648732496,0.1734743890247128,73884.33811841626,4.347663555464711,0.011454814536896,0.5575804576600086,44323.0884,0.0
MTH_1166,Mathare,0.0812931944167847,0.16044564852271,-0.2950671923840684,0.0476724577202517,0.16044564852271,86430.89374526107,4.343256499620508,0.0108886070983704,0.5497811803237634,28766.3156,0.0
MTH_1167,Mathare,0.2507280960193579,0.09389566741134,-0.3675107542235061,0.1505907511310907,0.09389566741134,87496.21705211687,4.35095328270278,0.0068120507862811,0.5331455948326453,0.0,0.0
MTH_1168,Mathare,0.0215893134797054,0.218954613100469,-0.2966244116189943,0.0137102820083827,0.218954613100469,74208.28518546488,4.3460747013750325,0.0098691809025006,0.5662841277143379,24042.2392,0.0
MTH_1169,Mathare,0.0003730405715182396,0.2197580966131408,-0.2689321332973792,7.683620553257344e-06,0.2197580966131408,27502.747965034738,4.34417318225381,0.0126476318567688,0.3703948038711636,20241.3026,0.0
MTH_1170,Mathare,0.1229812431301272,0.132760840237009,-0.3549034492125508,0.0807576268065425,0.132760840237009,57001.985835831336,4.344263121166638,0.0064148742214524,0.7121795079645706,31819.3794,0.0
MTH_1171,Mathare,0.2856478491325072,0.1090872965693759,-0.5076895667102755,0.1775588461585949,0.1090872965693759,30115.05248227148,4.350394218670154,0.0071016776129529,0.4669750606978635,0.0,0.0
MTH_1172,Mathare,0.2488746567824518,0.1387553600104903,-0.5250615084469924,0.1532419563174124,0.1387553600104903,22458.575483665907,4.351985409576219,0.0091182708539841,0.3639651675781556,44334.1416,0.0
MTH_1173,Mathare,0.3713342757929831,0.0792474223643056,-0.5517111235865566,0.229519662863479,0.0792474223643056,31257.13124355197,4.352688181247321,0.005605086657212,0.4569185696013966,31691.4086,0.0
MTH_1174,Mathare,0.4168582998772854,0.0449444082055188,-0.5425205814644717,0.2473273432757277,0.0449444082055188,57713.721608494605,4.353741458929681,0.003024318020258,0.4475016977674463,21133.2436,0.0
MTH_1175,Mathare,0.4269287502881624,0.0014867511449819,-0.4984003762625207,0.2487024875034466,0.0014867511449819,44058.28338943074,4.35241587625506,0.0057090899250371,0.4015005929314437,19854.8269,0.0
MTH_1176,Mathare,0.4380834206531556,-0.0054809583912969,-0.4914062252855574,0.2703879769887543,-0.0054809583912969,23722.56425154165,4.349764944612211,0.0090343877675975,0.4634884659151366,1107.9859,0.0
MTH_1177,Mathare,0.3984559483160537,-0.0111991473235888,-0.4790291347761914,0.2506054033779163,-0.0111991473235888,41649.59762389757,4.352246997915449,0.0079568795734275,0.4664007540867194,25545.4799,0.0
MTH_1178,Mathare,0.5851693248246923,-0.1302232552990567,-0.4802982808045845,0.3652528655047833,-0.1302232552990567,72829.65811477492,4.350598447446025,0.0049645608353058,0.5378148949023072,0.0,0.0
MTH_1203,Mathare,0.0507163152710401,0.1869271100999998,-0.3189184634300518,0.0286194845957663,0.1869271100999998,30518.51964846798,4.343845829541032,0.011136684497833,0.4371251801837385,2811.2124,0.0
MTH_1204,Mathare,0.042391934318802,0.2122736428759785,-0.3135735484485128,0.0234202523002401,0.2122736428759785,93379.0420006996,4.353314826914244,0.004862755949657,0.5306569674562762,4174.233,0.0
MTH_1205,Mathare,0.0570323768435349,0.2015825322598346,-0.323556629856442,0.0317139934878042,0.2015825322598346,71632.14010493165,4.348294122520343,0.0124876003316748,0.5341813234753187,1924.0449,0.0
MTH_1206,Mathare,0.0465523380709772,0.1963895968337691,-0.3019675624458372,0.0269456208578758,0.1963895968337691,35716.76296626673,4.349874661512291,0.0125824529574404,0.4141551279919777,20290.3291,0.0
MTH_1207,Mathare,0.076671021608785,0.1887931447584998,-0.3065685810152561,0.0429503260014862,0.1887931447584998,62108.19478274322,4.34594619951428,0.0160318645651198,0.4912222262198692,9310.4081,0.0
MTH_1208,Mathare,0.0583549513465788,0.2074315385365931,-0.3171160965392587,0.0330840542126931,0.2074315385365931,54880.357879565614,4.348486839971777,0.0121406873273846,0.5354433026004226,61561.0586,0.0
MTH_1209,Mathare,0.027963657443551,0.2129207609567549,-0.3146987311954035,0.0158047370347493,0.2129207609567549,22347.675882259195,4.34265086101723,0.0125667503609562,0.3266898849496001,0.0,0.0
MTH_1210,Mathare,0.1480739342389832,0.1355466936130356,-0.3862961675944998,0.0943507410422243,0.1355466936130356,48346.62335220521,4.348956795146769,0.0051014797866705,0.7145701217526621,20102.088,0.0
MTH_1211,Mathare,0.3495997148615047,0.0918755057621819,-0.524122006319585,0.2134801922379829,0.0918755057621819,54560.41243901923,4.352928169751955,0.0032262113441768,0.4517575244348206,16449.6812,0.0
MTH_1212,Mathare,0.284830283406779,0.1266442839407412,-0.5484481020132723,0.1741598110720075,0.1266442839407412,43547.67072968398,4.345143407128407,0.0072058309146445,0.3795120829357842,31993.9782,0.0
MTH_1213,Mathare,0.3277789230201258,0.1080617503761211,-0.5519328250747454,0.1963795192827842,0.1080617503761211,29020.0295871363,4.3493193545147575,0.0094614113954688,0.4014556383501334,42046.1471,0.0
MTH_1214,Mathare,0.3925620164415952,0.0602257727409041,-0.5372520616672433,0.2227301645181295,0.0602257727409041,37245.30044175254,4.348498077324489,0.0110113514110979,0.4974499369520767,24190.0564,0.0
MTH_1215,Mathare,0.3209007660465261,0.0437853560778099,-0.4581776684555359,0.1973747894359311,0.0437853560778099,22082.364560395446,4.345544029490198,0.014996048164405,0.373880931231844,22492.3275,0.0
MTH_1216,Mathare,0.3814399584523505,0.0274452384553924,-0.5031394138650658,0.2338470120191779,0.0274452384553924,17684.763883292788,4.3482359809208,0.0121465099641499,0.4561547121593789,21128.1338,0.0
MTH_1217,Mathare,0.4209467658297531,-0.0352807167749473,-0.4686837261747903,0.2615251172615455,-0.0352807167749473,47828.156598238325,4.350742451553179,0.0047013173713262,0.4429919515308855,1235.7236,0.0
MTH_1243,Mathare,0.0831361258510784,0.171175277280925,-0.3165636862425335,0.0465646734647615,0.171175277280925,29610.67209939531,4.351482050603026,0.0089340034282234,0.4484479061677375,40670.3599,0.0
MTH_1244,Mathare,0.043172909929763,0.2250885029256632,-0.3083924957757216,0.0249409485374553,0.2250885029256632,213244.3280093973,4.350490547793998,0.0072220399961701,0.5059101931081011,34440.9809,0.0
MTH_1245,Mathare,0.070092756479955,0.2594972553067139,-0.375202003619741,0.0376138314273644,0.2594972553067139,118112.32072239624,4.342297349207512,0.0121247375867106,0.4371992554831648,38866.8415,0.0
MTH_1246,Mathare,0.0206119519809204,0.2013423176455147,-0.273886630038418,0.0117915304781407,0.2013423176455147,42429.26025044244,4.343442059336854,0.0083475117486859,0.4444786328220583,40980.656,0.0
MTH_1247,Mathare,-0.0031985685991953,0.2006231507812758,-0.2277041095268214,-0.0045243413530378,0.2006231507812758,108292.94014508848,4.352274236770972,0.0063809486589181,0.55178315013743,11515.4114,0.0
MTH_1248,Mathare,0.0769913135358409,0.1924614453405027,-0.3404110530878663,0.0443653321291835,0.1924614453405027,61844.84214774056,4.351930991520016,0.0054394810873332,0.4248924746703595,521.9826,0.0
MTH_1249,Mathare,0.0294895054301364,0.2135194692857313,-0.3193162860196668,0.0163014107407698,0.2135194692857313,24760.927117308107,4.340979261551247,0.0152020156294326,0.4639231052929142,20176.6962,0.0
MTH_1250,Mathare,0.1247821892377679,0.1379859379496788,-0.3678027123213688,0.0787911355114532,0.1379859379496788,28167.327772704724,4.349752222111497,0.0054537072047201,0.7287335481175922,27383.2531,0.0
MTH_1251,Mathare,0.3036205484539269,0.0955427688380354,-0.5116061630018301,0.1924358282843078,0.0955427688380354,31903.27868782944,4.353205295293848,0.0056462910681762,0.3590514599504544,20997.5535,0.0
MTH_1252,Mathare,0.3265207740573214,0.1090389787952861,-0.5453734572013903,0.1989919057547011,0.1090389787952861,34113.622383910224,4.348357016210127,0.0031515961688145,0.3635155234636104,24338.7689,0.0
MTH_1253,Mathare,0.3254070590179802,0.0936589974371929,-0.5330057739583509,0.1978486754200915,0.0936589974371929,39682.92270542206,4.352874202276945,0.0036494076891951,0.3205277480920628,38456.4148,0.0
MTH_1254,Mathare,0.3767304390771949,0.0328923676730329,-0.493796315888266,0.2187227848926609,0.0328923676730329,37906.21734950829,4.34635908857922,0.0040387545627434,0.3585901566505313,15505.1539,0.0
MTH_1255,Mathare,0.3695236195095513,0.0590062635501584,-0.5006129998242472,0.2150045691019803,0.0590062635501584,21911.446565127542,4.344555321096666,0.005842945168762,0.3581938666137661,8103.2608,0.0
MTH_1256,Mathare,0.3003327749521705,0.0776095459091962,-0.5171612006587031,0.1805770841465907,0.0776095459091962,35341.32108456695,4.348653718869768,0.0047242151306096,0.5459728099948319,20958.535,0.0
MTH_1257,Mathare,0.4436640202662181,-0.0456905876113377,-0.4824948244695659,0.2700371517652088,-0.0456905876113377,69887.9754472312,4.345711133246953,0.0017476814866354,0.5435747587216305,0.0,0.0
MTH_1283,Mathare,0.0417144360734918,0.1824698008973362,-0.2869900146356519,0.0237138360918641,0.1824698008973362,20045.60963158276,4.353270064472097,0.0080258920451118,0.5415939320514607,40968.592,0.0
MTH_1284,Mathare,0.0105054071631858,0.2275961899037357,-0.2817915191608031,0.0059641469279332,0.2275961899037357,49647.56679862307,4.351065770300956,0.0116145411099341,0.2621439180159353,0.0,0.0
MTH_1285,Mathare,0.0281756071299578,0.2107629000137369,-0.2808864014750162,0.0152926459040978,0.2107629000137369,35428.177084654,4.345031886388775,0.0124822773902155,0.2344293696906388,44694.9728,0.0
MTH_1286,Mathare,0.0750051118240977,0.1862546267581003,-0.3015414023859126,0.0432037123028468,0.1862546267581003,35310.352207865646,4.351452033881461,0.0041665310988442,0.3992604176354526,20179.8573,0.0
MTH_1287,Mathare,0.0588464494236014,0.2089904278234946,-0.3120331284133546,0.0331691383432401,0.2089904278234946,61765.50599743943,4.351804849595921,0.0089377517892217,0.5368724444876578,0.0,0.0
