zone_id,settlement,road_density,paved_proportion,total_road_length_m,road_segment_count
MTH_1528,Mathare,12922.8953,0.0,32.24,1
MTH_1529,Mathare,17341.3513,0.0,43.27,2
MTH_1530,Mathare,19407.6623,0.0,34.55,1
MTH_1563,Mathare,45716.0961,0.0,88.77,2
MTH_1564,Mathare,25284.9466,0.0,63.09,2
MTH_1565,Mathare,20306.0373,0.0,50.66,1
MTH_1566,Mathare,29223.5284,0.0,72.91,2
MTH_1567,Mathare,0.0,0.0,0.0,0
MTH_1568,Mathare,0.0,0.0,0.0,0
MTH_1569,Mathare,21400.2545,0.0,53.39,1
MTH_1570,Mathare,21779.0052,0.0,20.51,2
MTH_1603,Mathare,67792.0055,0.0,132.85,6
MTH_1604,Mathare,37605.8268,0.0,93.83,4
MTH_1605,Mathare,20116.7827,0.0,50.19,2
MTH_1606,Mathare,26587.4545,0.0,66.34,2
MTH_1607,Mathare,0.0,0.0,0.0,0
MTH_1608,Mathare,0.0,0.0,0.0,0
MTH_1609,Mathare,0.0,0.0,0.0,0
MTH_1610,Mathare,0.0,0.0,0.0,0
MTH_1643,Mathare,45374.9465,0.0,88.58,4
MTH_1644,Mathare,0.0,0.0,0.0,0
MTH_1645,Mathare,20594.5003,0.0,51.38,1
MTH_1646,Mathare,35805.7818,0.0,89.34,2
MTH_1647,Mathare,0.0,0.0,0.0,0
MTH_1648,Mathare,0.0,0.0,0.0,0
MTH_1649,Mathare,0.0,0.0,0.0,0
MTH_1650,Mathare,2422.0113,0.0,5.94,1
MTH_1683,Mathare,34613.9678,0.0,67.33,2
MTH_1684,Mathare,0.0,0.0,0.0,0
MTH_1685,Mathare,26466.4168,0.0,66.03,1
MTH_1686,Mathare,54849.9172,0.0,136.85,5
MTH_1687,Mathare,5735.6639,0.0,14.31,2
MTH_1688,Mathare,1079.115,0.0,2.69,1
MTH_1689,Mathare,0.0,0.0,0.0,0
MTH_1690,Mathare,20833.3112,0.0,51.68,2
MTH_1723,Mathare,32017.4809,0.0,55.61,4
MTH_1724,Mathare,0.0,0.0,0.0,0
MTH_1725,Mathare,0.0,0.0,0.0,0
MTH_1726,Mathare,40329.0104,0.0,100.62,2
MTH_1727,Mathare,5723.7089,0.0,14.28,1
MTH_1728,Mathare,11933.2592,0.0,29.77,1
MTH_1729,Mathare,10265.4881,0.0,25.61,1
MTH_1730,Mathare,25183.9548,0.0,52.49,2
MTH_1763,Mathare,68036.0733,0.0,39.8,1
MTH_1764,Mathare,11729.6342,0.0,28.34,1
MTH_1765,Mathare,13995.4506,0.0,34.92,1
MTH_1766,Mathare,58469.0487,0.0,145.88,5
MTH_1767,Mathare,6899.8733,0.0,17.22,1
MTH_1768,Mathare,0.0,0.0,0.0,0
MTH_1769,Mathare,0.0,0.0,0.0,0
MTH_1770,Mathare,27183.9037,0.0,41.43,1
MTH_1804,Mathare,82225.0351,0.0,28.12,1
MTH_1805,Mathare,6196.1485,0.0,11.04,1
MTH_1806,Mathare,24889.5333,0.0,62.1,2
MTH_1807,Mathare,19792.1137,0.0,49.38,1
MTH_1808,Mathare,15314.627,0.0,38.21,1
MTH_1809,Mathare,0.0,0.0,0.0,0
MTH_1810,Mathare,0.0,0.0,0.0,0
MTH_1846,Mathare,51561.5379,0.0,77.32,3
MTH_1847,Mathare,21227.7403,0.0,52.96,2
MTH_1848,Mathare,37125.6346,0.0,92.63,3
MTH_1849,Mathare,29307.2973,0.0,73.12,2
MTH_1850,Mathare,0.0,0.0,0.0,0
MTH_1851,Mathare,0.0,0.0,0.0,0
MTH_1887,Mathare,27590.4327,0.0,61.23,3
MTH_1888,Mathare,32381.8003,0.0,80.79,4
MTH_1889,Mathare,39631.7541,0.0,98.88,5
MTH_1890,Mathare,36074.057,0.0,90.0,4
MTH_1891,Mathare,30864.0598,0.0,66.84,4
MTH_1892,Mathare,74458.996,0.0,30.96,4
MTH_1927,Mathare,72928.1016,0.0,87.22,3
MTH_1928,Mathare,34528.4602,0.0,86.15,3
MTH_1929,Mathare,28195.8762,0.0,70.35,1
MTH_1930,Mathare,0.0,0.0,0.0,0
MTH_1931,Mathare,50486.2888,0.0,125.96,5
MTH_1932,Mathare,67872.0952,0.0,147.88,4
MTH_1967,Mathare,132064.0452,0.0,42.64,2
MTH_1968,Mathare,24608.5387,0.0,61.36,2
MTH_1969,Mathare,20343.3888,0.0,50.76,1
MTH_1970,Mathare,42235.0095,0.0,105.38,3
MTH_1971,Mathare,59189.841,0.0,147.68,4
MTH_1972,Mathare,16329.1091,0.0,40.74,2
MTH_1973,Mathare,0.0,0.0,0.0,0
MTH_2008,Mathare,42809.0499,0.0,89.51,2
MTH_2009,Mathare,20670.9469,0.0,51.57,1
MTH_2010,Mathare,20523.1617,0.0,51.21,3
MTH_2011,Mathare,0.0,0.0,0.0,0
MTH_2012,Mathare,20595.2003,0.0,51.39,1
MTH_2013,Mathare,0.0,0.0,0.0,0
MTH_2048,Mathare,58530.4021,0.0,80.46,2
MTH_2049,Mathare,44583.9781,0.0,111.24,2
MTH_2050,Mathare,43788.6469,0.0,109.25,3
MTH_2051,Mathare,27397.5032,0.0,68.36,2
MTH_2052,Mathare,22042.7479,0.0,55.0,1
MTH_2053,Mathare,0.0,0.0,0.0,0
MTH_2054,Mathare,36219.4587,0.0,68.9,1
MTH_2055,Mathare,0.0,0.0,0.0,0
MTH_2056,Mathare,0.0,0.0,0.0,0
MTH_2057,Mathare,0.0,0.0,0.0,0
MTH_2058,Mathare,0.0,0.0,0.0,0
MTH_2088,Mathare,105682.0826,0.0,70.31,2
MTH_2089,Mathare,296.8861,0.0,0.74,1
MTH_2090,Mathare,22899.2784,0.0,57.13,1
MTH_2091,Mathare,7759.4406,0.0,19.36,1
MTH_2092,Mathare,40809.6442,0.0,101.82,2
MTH_2093,Mathare,6165.3646,0.0,15.38,1
MTH_2094,Mathare,40803.4013,0.0,101.8,1
MTH_2095,Mathare,0.0,0.0,0.0,0
MTH_2096,Mathare,0.0,0.0,0.0,0
MTH_2097,Mathare,0.0,0.0,0.0,0
MTH_2098,Mathare,4144.7389,0.0,7.27,1
MTH_2129,Mathare,51203.6148,0.0,122.43,4
MTH_2130,Mathare,33360.1631,0.0,83.23,4
MTH_2131,Mathare,37937.9482,0.0,94.66,2
MTH_2132,Mathare,0.0,0.0,0.0,0
MTH_2133,Mathare,40575.7269,0.0,101.24,3
MTH_2134,Mathare,56213.5761,0.0,140.25,2
MTH_2135,Mathare,21273.4849,0.0,53.08,1
MTH_2136,Mathare,23044.4265,0.0,57.5,1
MTH_2137,Mathare,35007.684,0.0,87.34,2
MTH_2138,Mathare,6698.1967,0.0,16.71,2
MTH_2139,Mathare,0.0,0.0,0.0,0
MTH_2169,Mathare,81917.4536,0.0,144.85,4
MTH_2170,Mathare,12940.7934,0.0,32.29,1
MTH_2171,Mathare,24815.1219,0.0,61.91,1
MTH_2172,Mathare,27845.3344,0.0,69.47,1
MTH_2173,Mathare,61430.6992,0.0,153.27,4
MTH_2174,Mathare,39717.9782,0.0,99.1,4
MTH_2175,Mathare,0.0,0.0,0.0,0
MTH_2176,Mathare,7545.0798,0.0,18.82,1
MTH_2177,Mathare,64408.8261,0.0,160.7,4
MTH_2178,Mathare,52377.4744,0.0,130.68,4
MTH_2179,Mathare,20647.9735,0.0,35.77,1
MTH_2209,Mathare,48452.1935,0.0,51.93,2
MTH_2210,Mathare,1938.3559,0.0,4.84,1
MTH_2211,Mathare,22574.1981,0.0,56.32,1
MTH_2212,Mathare,25071.5507,0.0,62.55,1
MTH_2213,Mathare,67294.7222,0.0,167.9,2
MTH_2214,Mathare,32452.6276,0.0,80.97,2
MTH_2215,Mathare,9768.2478,0.0,24.37,1
MTH_2216,Mathare,0.0,0.0,0.0,0
MTH_2217,Mathare,14324.3376,0.0,35.74,3
MTH_2218,Mathare,48826.3943,0.0,121.82,4
MTH_2219,Mathare,26998.9645,0.0,65.02,2
MTH_2249,Mathare,141175.2383,0.0,50.31,2
MTH_2250,Mathare,23358.4425,0.0,58.28,2
MTH_2251,Mathare,0.0,0.0,0.0,0
MTH_2252,Mathare,0.0,0.0,0.0,0
MTH_2253,Mathare,44785.4824,0.0,111.74,2
MTH_2254,Mathare,0.0,0.0,0.0,0
MTH_2255,Mathare,22838.0507,0.0,56.98,1
MTH_2256,Mathare,0.0,0.0,0.0,0
MTH_2257,Mathare,38102.5114,0.0,95.07,2
MTH_2258,Mathare,28508.4902,0.0,71.13,3
MTH_2259,Mathare,21737.5407,0.0,54.24,2
MTH_2260,Mathare,0.0,0.0,0.0,0
MTH_2261,Mathare,0.0,0.0,0.0,0
MTH_2290,Mathare,24353.184,0.0,51.76,1
MTH_2291,Mathare,9253.2625,0.0,23.09,1
MTH_2292,Mathare,28353.5837,0.0,70.74,2
MTH_2293,Mathare,46220.2949,0.0,115.32,2
MTH_2294,Mathare,0.0,0.0,0.0,0
MTH_2295,Mathare,14753.5887,0.0,36.81,2
MTH_2296,Mathare,31316.6121,0.0,78.14,2
MTH_2297,Mathare,36713.5332,0.0,91.6,4
MTH_2298,Mathare,32965.4475,0.0,82.25,2
MTH_2299,Mathare,40438.187,0.0,100.89,3
MTH_2300,Mathare,15890.3993,0.0,39.65,1
MTH_2301,Mathare,0.0,0.0,0.0,0
MTH_2302,Mathare,0.0,0.0,0.0,0
MTH_2330,Mathare,52755.4549,0.0,73.3,3
MTH_2331,Mathare,39061.4397,0.0,97.46,3
MTH_2332,Mathare,11255.5046,0.0,28.08,3
MTH_2333,Mathare,74192.3158,0.0,185.11,3
MTH_2334,Mathare,28838.6208,0.0,71.95,2
MTH_2335,Mathare,29945.4775,0.0,74.71,3
MTH_2336,Mathare,25422.1855,0.0,63.43,2
MTH_2337,Mathare,41596.4635,0.0,103.78,4
MTH_2338,Mathare,17194.6134,0.0,42.9,3
MTH_2339,Mathare,40528.713,0.0,101.12,3
MTH_2340,Mathare,20850.9176,0.0,52.02,1
MTH_2341,Mathare,10828.4071,0.0,27.02,2
MTH_2342,Mathare,0.0,0.0,0.0,0
MTH_2370,Mathare,19205.3751,0.0,13.06,1
MTH_2371,Mathare,41084.8771,0.0,102.51,3
MTH_2372,Mathare,65047.9193,0.0,162.29,5
MTH_2373,Mathare,50235.731,0.0,125.34,5
MTH_2374,Mathare,27841.7951,0.0,69.47,2
MTH_2375,Mathare,39697.3329,0.0,99.04,3
MTH_2376,Mathare,43437.3518,0.0,108.38,3
MTH_2377,Mathare,58972.3461,0.0,147.14,6
MTH_2378,Mathare,41652.6099,0.0,103.92,3
MTH_2379,Mathare,41147.3422,0.0,102.66,3
MTH_2380,Mathare,21035.1453,0.0,52.48,1
MTH_2381,Mathare,9910.1771,0.0,24.73,2
MTH_2382,Mathare,0.0,0.0,0.0,0
MTH_2411,Mathare,11471.8805,0.0,27.41,1
MTH_2412,Mathare,61648.0607,0.0,153.81,2
MTH_2413,Mathare,30099.188,0.0,75.1,2
MTH_2414,Mathare,33048.0303,0.0,82.45,2
MTH_2415,Mathare,24136.5152,0.0,60.22,2
MTH_2416,Mathare,44836.0487,0.0,111.87,4
MTH_2417,Mathare,14970.4719,0.0,37.35,4
MTH_2418,Mathare,39937.6241,0.0,99.64,4
MTH_2419,Mathare,37601.8098,0.0,93.82,4
MTH_2420,Mathare,39855.7701,0.0,99.44,3
MTH_2421,Mathare,8295.9234,0.0,20.7,1
MTH_2422,Mathare,0.0,0.0,0.0,0
MTH_2451,Mathare,0.0,0.0,0.0,0
MTH_2452,Mathare,48015.7371,0.0,119.8,2
MTH_2453,Mathare,37468.843,0.0,93.48,3
MTH_2454,Mathare,0.0,0.0,0.0,0
MTH_2455,Mathare,20951.5886,0.0,52.27,3
MTH_2456,Mathare,38205.7451,0.0,95.32,4
MTH_2457,Mathare,27237.8198,0.0,67.96,2
MTH_2458,Mathare,34945.3374,0.0,87.19,4
MTH_2459,Mathare,36365.9719,0.0,90.73,2
MTH_2460,Mathare,29630.7498,0.0,73.93,2
MTH_2461,Mathare,0.0,0.0,0.0,0
MTH_2462,Mathare,0.0,0.0,0.0,0
MTH_2491,Mathare,3115.2957,0.0,3.3,1
MTH_2492,Mathare,65048.4902,0.0,162.3,3
MTH_2493,Mathare,26053.9106,0.0,65.0,2
MTH_2494,Mathare,16950.1328,0.0,42.29,2
MTH_2495,Mathare,12834.1182,0.0,32.02,1
MTH_2496,Mathare,42056.2415,0.0,104.93,3
MTH_2497,Mathare,31747.566,0.0,79.21,2
MTH_2498,Mathare,23359.5543,0.0,58.28,4
MTH_2499,Mathare,32982.6952,0.0,82.29,4
MTH_2500,Mathare,42170.1171,0.0,105.21,2
MTH_2501,Mathare,20871.5511,0.0,52.07,1
MTH_2502,Mathare,6482.3216,0.0,15.62,2
MTH_2531,Mathare,152911.1707,0.0,60.22,4
MTH_2532,Mathare,70815.547,0.0,176.68,5
MTH_2533,Mathare,20357.7166,0.0,50.79,2
MTH_2534,Mathare,34461.0887,0.0,85.98,2
MTH_2535,Mathare,7912.7817,0.0,19.74,1
MTH_2536,Mathare,25596.721,0.0,63.86,2
MTH_2537,Mathare,20799.3406,0.0,51.89,1
MTH_2538,Mathare,38617.1152,0.0,96.35,3
MTH_2539,Mathare,25564.8447,0.0,63.78,4
MTH_2540,Mathare,45167.0998,0.0,112.69,4
MTH_2541,Mathare,49629.0568,0.0,123.82,4
MTH_2542,Mathare,19283.688,0.0,48.11,2
MTH_2543,Mathare,0.0,0.0,0.0,0
MTH_2572,Mathare,32116.0137,0.0,71.29,3
MTH_2573,Mathare,25400.9869,0.0,63.38,1
MTH_2574,Mathare,20807.317,0.0,51.91,1
MTH_2575,Mathare,0.0,0.0,0.0,0
MTH_2576,Mathare,10032.0412,0.0,25.03,1
MTH_2577,Mathare,38800.3548,0.0,96.81,2
MTH_2578,Mathare,38434.7722,0.0,95.89,2
MTH_2579,Mathare,41754.0254,0.0,104.18,3
MTH_2580,Mathare,15690.9676,0.0,39.15,1
MTH_2581,Mathare,27178.1203,0.0,67.81,2
MTH_2582,Mathare,25089.7065,0.0,62.6,1
MTH_2583,Mathare,1772.9487,0.0,3.57,1
MTH_2612,Mathare,36429.1518,0.0,54.72,2
MTH_2613,Mathare,33020.1585,0.0,82.39,2
MTH_2614,Mathare,31809.5388,0.0,79.36,2
MTH_2615,Mathare,9876.1979,0.0,24.64,1
MTH_2616,Mathare,24481.2488,0.0,61.08,3
MTH_2617,Mathare,34751.3398,0.0,86.7,2
MTH_2618,Mathare,27858.0614,0.0,69.51,2
MTH_2619,Mathare,43425.7388,0.0,108.35,3
MTH_2620,Mathare,21021.6378,0.0,52.45,1
MTH_2621,Mathare,25864.2712,0.0,64.53,2
MTH_2622,Mathare,0.0,0.0,0.0,0
MTH_2623,Mathare,0.0,0.0,0.0,0
MTH_2652,Mathare,69127.4083,0.0,51.76,1
MTH_2653,Mathare,24632.3938,0.0,61.46,2
MTH_2654,Mathare,11057.6332,0.0,27.59,1
MTH_2655,Mathare,21010.2927,0.0,52.42,1
MTH_2656,Mathare,33607.399,0.0,83.85,3
MTH_2657,Mathare,37643.7075,0.0,93.92,3
MTH_2658,Mathare,46311.5898,0.0,115.55,4
MTH_2659,Mathare,31255.2035,0.0,77.98,2
MTH_2660,Mathare,20968.3988,0.0,52.32,1
MTH_2661,Mathare,46837.3404,0.0,116.86,4
MTH_2662,Mathare,35900.201,0.0,89.57,2
MTH_2663,Mathare,4174.5991,0.0,10.36,1
MTH_2664,Mathare,8650.0965,0.0,10.55,1
MTH_2693,Mathare,8349.6289,0.0,20.28,1
MTH_2694,Mathare,0.0,0.0,0.0,0
MTH_2695,Mathare,30514.1464,0.0,76.13,2
MTH_2696,Mathare,5760.1339,0.0,14.37,1
MTH_2697,Mathare,33129.9959,0.0,82.66,3
MTH_2698,Mathare,53506.143,0.0,133.5,5
MTH_2699,Mathare,21068.2791,0.0,52.57,1
MTH_2700,Mathare,21068.2791,0.0,52.57,1
MTH_2701,Mathare,48486.1128,0.0,120.97,4
MTH_2702,Mathare,41481.2109,0.0,103.5,5
MTH_2703,Mathare,27315.6546,0.0,68.15,4
MTH_2704,Mathare,52286.1006,0.0,130.45,3
MTH_2705,Mathare,32974.5246,0.0,64.39,4
MTH_2706,Mathare,36967.7844,0.0,27.88,1
MTH_2733,Mathare,41111.8477,0.0,93.18,2
MTH_2734,Mathare,7880.7612,0.0,19.66,1
MTH_2735,Mathare,20161.0731,0.0,50.3,1
MTH_2736,Mathare,0.0,0.0,0.0,0
MTH_2737,Mathare,27001.2948,0.0,67.37,3
MTH_2738,Mathare,41681.3833,0.0,104.0,3
MTH_2739,Mathare,20870.1549,0.0,52.07,1
MTH_2740,Mathare,23985.4142,0.0,59.84,2
MTH_2741,Mathare,22480.0172,0.0,56.09,2
MTH_2742,Mathare,48279.8882,0.0,120.46,4
MTH_2743,Mathare,28833.3558,0.0,71.94,3
MTH_2744,Mathare,34349.7808,0.0,85.7,2
MTH_2745,Mathare,4943.7375,0.0,12.33,2
MTH_2746,Mathare,53211.8475,0.0,132.47,4
MTH_2747,Mathare,0.0,0.0,0.0,0
MTH_2773,Mathare,24506.1622,0.0,58.83,2
MTH_2774,Mathare,0.0,0.0,0.0,0
MTH_2775,Mathare,20201.3912,0.0,50.4,1
MTH_2776,Mathare,0.0,0.0,0.0,0
MTH_2777,Mathare,1327.8411,0.0,3.31,1
MTH_2778,Mathare,47009.2899,0.0,117.29,3
MTH_2779,Mathare,30954.1998,0.0,77.23,2
MTH_2780,Mathare,32120.0212,0.0,80.14,2
MTH_2781,Mathare,8475.5481,0.0,21.15,2
MTH_2782,Mathare,30495.9738,0.0,76.09,3
MTH_2783,Mathare,70611.2216,0.0,176.18,4
MTH_2784,Mathare,73878.5103,0.0,184.33,5
MTH_2785,Mathare,104021.5157,0.0,259.53,6
MTH_2786,Mathare,24091.4378,0.0,60.11,2
MTH_2787,Mathare,0.0,0.0,0.0,0
MTH_2788,Mathare,2459.9554,0.0,4.37,1
MTH_2813,Mathare,26131.9793,0.0,65.2,2
MTH_2814,Mathare,20258.8949,0.0,50.55,2
MTH_2815,Mathare,31128.0265,0.0,77.66,2
MTH_2816,Mathare,0.0,0.0,0.0,0
MTH_2817,Mathare,0.0,0.0,0.0,0
MTH_2818,Mathare,20871.8782,0.0,52.08,1
MTH_2819,Mathare,37454.4469,0.0,93.45,2
MTH_2820,Mathare,6765.1865,0.0,16.88,1
MTH_2821,Mathare,21376.1213,0.0,53.33,1
MTH_2822,Mathare,0.0,0.0,0.0,0
MTH_2823,Mathare,99973.1144,0.0,249.43,7
MTH_2824,Mathare,79485.3685,0.0,198.32,7
MTH_2825,Mathare,30065.7104,0.0,75.01,2
MTH_2826,Mathare,68029.606,0.0,169.73,5
MTH_2827,Mathare,44743.945,0.0,111.64,3
MTH_2828,Mathare,18348.1287,0.0,45.67,2
MTH_2829,Mathare,0.0,0.0,0.0,0
MTH_2852,Mathare,75729.5179,0.0,50.44,1
MTH_2853,Mathare,20427.6935,0.0,50.97,1
MTH_2854,Mathare,0.0,0.0,0.0,0
MTH_2855,Mathare,29249.1659,0.0,72.98,2
MTH_2856,Mathare,0.0,0.0,0.0,0
MTH_2857,Mathare,0.0,0.0,0.0,0
MTH_2858,Mathare,5589.9449,0.0,13.95,1
MTH_2859,Mathare,29585.8363,0.0,73.82,2
MTH_2860,Mathare,28663.9285,0.0,71.52,2
MTH_2861,Mathare,7775.7764,0.0,19.4,2
MTH_2862,Mathare,74874.0863,0.0,186.81,5
MTH_2863,Mathare,72808.3906,0.0,181.66,5
MTH_2864,Mathare,28175.1026,0.0,70.3,5
MTH_2865,Mathare,114960.3914,0.0,286.83,8
MTH_2866,Mathare,47606.7079,0.0,118.78,5
MTH_2867,Mathare,49819.6328,0.0,124.3,4
MTH_2868,Mathare,20409.0528,0.0,50.92,2
MTH_2869,Mathare,0.0,0.0,0.0,0
MTH_2892,Mathare,43708.979,0.0,50.6,1
MTH_2893,Mathare,20414.0392,0.0,50.93,1
MTH_2894,Mathare,0.0,0.0,0.0,0
MTH_2895,Mathare,44610.8566,0.0,111.3,3
MTH_2896,Mathare,3815.2782,0.0,9.52,1
MTH_2897,Mathare,0.0,0.0,0.0,0
MTH_2898,Mathare,0.0,0.0,0.0,0
MTH_2899,Mathare,16022.1752,0.0,39.98,1
MTH_2900,Mathare,45466.3658,0.0,113.44,4
MTH_2901,Mathare,13316.7277,0.0,33.23,2
MTH_2902,Mathare,57937.0119,0.0,144.55,6
MTH_2903,Mathare,66345.6659,0.0,165.53,5
MTH_2904,Mathare,64070.4774,0.0,159.86,4
MTH_2905,Mathare,72841.3677,0.0,181.74,5
MTH_2906,Mathare,67242.6464,0.0,167.77,5
MTH_2907,Mathare,23202.7272,0.0,57.89,1
MTH_2908,Mathare,37112.9069,0.0,92.6,3
MTH_2909,Mathare,41153.8658,0.0,15.48,2
MTH_2932,Mathare,30858.9129,0.0,50.52,1
MTH_2933,Mathare,37393.8999,0.0,93.3,2
MTH_2934,Mathare,20232.2644,0.0,50.48,1
MTH_2935,Mathare,28868.5353,0.0,72.03,2
MTH_2936,Mathare,41869.5225,0.0,104.46,3
MTH_2937,Mathare,0.0,0.0,0.0,0
MTH_2938,Mathare,0.0,0.0,0.0,0
MTH_2939,Mathare,706.5759,0.0,1.76,1
MTH_2940,Mathare,29726.7384,0.0,74.17,4
MTH_2941,Mathare,45296.0049,0.0,113.01,5
MTH_2942,Mathare,12376.1311,0.0,30.88,1
MTH_2943,Mathare,65856.2698,0.0,164.31,5
MTH_2944,Mathare,71025.337,0.0,177.21,5
MTH_2945,Mathare,44112.0475,0.0,110.06,4
MTH_2946,Mathare,44259.1115,0.0,110.43,6
MTH_2947,Mathare,60239.7374,0.0,150.3,5
MTH_2948,Mathare,30482.8163,0.0,76.05,3
MTH_2949,Mathare,0.0,0.0,0.0,0
MTH_2972,Mathare,46825.4118,0.0,93.71,2
MTH_2973,Mathare,3035.0309,0.0,7.57,1
MTH_2974,Mathare,13657.9271,0.0,34.08,1
MTH_2975,Mathare,6614.9187,0.0,16.5,1
MTH_2976,Mathare,22531.9471,0.0,56.22,2
MTH_2977,Mathare,16093.8777,0.0,40.15,1
MTH_2978,Mathare,0.0,0.0,0.0,0
MTH_2979,Mathare,0.0,0.0,0.0,0
MTH_2980,Mathare,20960.0221,0.0,52.3,2
MTH_2981,Mathare,74829.162,0.0,186.7,6
MTH_2982,Mathare,29032.5934,0.0,72.44,2
MTH_2983,Mathare,16066.2081,0.0,40.09,2
MTH_2984,Mathare,42838.8296,0.0,106.88,3
MTH_2985,Mathare,30754.0079,0.0,76.73,3
MTH_2986,Mathare,66948.3858,0.0,167.04,4
MTH_2987,Mathare,41014.3303,0.0,102.33,2
MTH_2988,Mathare,30908.1976,0.0,77.12,1
MTH_2989,Mathare,7259.159,0.0,13.79,2
MTH_3012,Mathare,49366.1568,0.0,114.72,3
MTH_3013,Mathare,6739.8285,0.0,16.82,1
MTH_3014,Mathare,20272.8458,0.0,50.58,1
MTH_3015,Mathare,0.0,0.0,0.0,0
MTH_3016,Mathare,13160.6705,0.0,32.84,1
MTH_3017,Mathare,20621.4401,0.0,51.45,2
MTH_3018,Mathare,0.0,0.0,0.0,0
MTH_3019,Mathare,0.0,0.0,0.0,0
MTH_3020,Mathare,12642.3144,0.0,31.54,2
MTH_3021,Mathare,46333.1942,0.0,115.6,4
MTH_3022,Mathare,23757.4171,0.0,59.27,3
MTH_3023,Mathare,1379.8508,0.0,3.44,1
MTH_3024,Mathare,36197.1707,0.0,90.31,3
MTH_3025,Mathare,43781.5608,0.0,109.24,4
MTH_3026,Mathare,25350.7501,0.0,63.25,3
MTH_3027,Mathare,76972.5447,0.0,192.05,5
MTH_3028,Mathare,42881.702,0.0,106.99,4
MTH_3029,Mathare,16075.5605,0.0,40.11,1
MTH_3030,Mathare,0.0,0.0,0.0,0
MTH_3052,Mathare,22930.9218,0.0,57.21,2
MTH_3053,Mathare,13544.8949,0.0,33.79,1
MTH_3054,Mathare,24562.4291,0.0,61.28,2
MTH_3055,Mathare,32927.721,0.0,82.15,2
MTH_3056,Mathare,29440.6741,0.0,73.45,2
MTH_3057,Mathare,25825.1597,0.0,64.43,2
MTH_3058,Mathare,0.0,0.0,0.0,0
MTH_3059,Mathare,0.0,0.0,0.0,0
MTH_3060,Mathare,21800.1815,0.0,54.39,1
MTH_3061,Mathare,12761.0847,0.0,31.84,1
MTH_3062,Mathare,45710.08,0.0,114.05,5
MTH_3063,Mathare,13317.0506,0.0,33.23,1
MTH_3064,Mathare,10431.6506,0.0,26.03,1
MTH_3065,Mathare,57987.1445,0.0,144.68,5
MTH_3066,Mathare,27144.2428,0.0,67.72,2
MTH_3067,Mathare,9156.841,0.0,22.85,1
MTH_3068,Mathare,17484.4273,0.0,43.62,1
MTH_3069,Mathare,3743.7396,0.0,9.34,1
MTH_3070,Mathare,0.0,0.0,0.0,0
MTH_3071,Mathare,0.0,0.0,0.0,0
MTH_3091,Mathare,82319.8286,0.0,51.78,3
MTH_3092,Mathare,0.0,0.0,0.0,0
MTH_3093,Mathare,11357.2453,0.0,28.34,1
MTH_3094,Mathare,6071.8722,0.0,15.15,1
MTH_3095,Mathare,20248.6504,0.0,50.52,2
MTH_3096,Mathare,0.0,0.0,0.0,0
MTH_3097,Mathare,20072.2985,0.0,50.08,1
MTH_3098,Mathare,0.0,0.0,0.0,0
MTH_3099,Mathare,0.0,0.0,0.0,0
MTH_3100,Mathare,21800.1815,0.0,54.39,1
MTH_3101,Mathare,11270.8776,0.0,28.12,1
MTH_3102,Mathare,25448.2719,0.0,63.49,4
MTH_3103,Mathare,37319.0145,0.0,93.11,3
MTH_3104,Mathare,48209.476,0.0,120.28,3
MTH_3105,Mathare,29323.8344,0.0,73.16,3
MTH_3106,Mathare,0.0,0.0,0.0,0
MTH_3107,Mathare,7757.6677,0.0,19.36,1
MTH_3108,Mathare,23307.1828,0.0,58.15,1
MTH_3109,Mathare,23532.4669,0.0,58.71,3
MTH_3110,Mathare,0.0,0.0,0.0,0
MTH_3111,Mathare,0.0,0.0,0.0,0
MTH_3112,Mathare,0.0,0.0,0.0,0
MTH_3131,Mathare,73638.7088,0.0,72.32,3
MTH_3132,Mathare,52058.0254,0.0,129.88,3
MTH_3133,Mathare,52876.0964,0.0,131.93,4
MTH_3134,Mathare,56959.8352,0.0,142.11,4
MTH_3135,Mathare,44512.5198,0.0,111.06,4
MTH_3136,Mathare,40140.7918,0.0,100.15,2
MTH_3137,Mathare,47054.6078,0.0,117.4,3
MTH_3138,Mathare,44074.7498,0.0,109.97,3
MTH_3139,Mathare,37319.6817,0.0,93.11,2
MTH_3140,Mathare,35920.6794,0.0,89.62,3
MTH_3141,Mathare,29413.5808,0.0,73.39,3
MTH_3142,Mathare,45465.1198,0.0,113.44,3
MTH_3143,Mathare,32274.0429,0.0,80.52,2
MTH_3144,Mathare,25530.3605,0.0,63.7,2
MTH_3145,Mathare,30934.3324,0.0,77.18,3
MTH_3146,Mathare,42384.738,0.0,105.75,3
MTH_3147,Mathare,21412.0034,0.0,53.42,2
MTH_3148,Mathare,21527.3372,0.0,53.71,1
MTH_3149,Mathare,22093.8223,0.0,55.12,2
MTH_3150,Mathare,1891.7016,0.0,4.72,1
MTH_3151,Mathare,0.0,0.0,0.0,0
MTH_3152,Mathare,4724.7667,0.0,7.27,1
MTH_3171,Mathare,65782.6977,0.0,92.78,3
MTH_3172,Mathare,60245.4074,0.0,150.31,3
MTH_3173,Mathare,60236.1085,0.0,150.29,3
MTH_3174,Mathare,55604.7397,0.0,138.73,4
MTH_3175,Mathare,20064.33,0.0,50.06,1
MTH_3176,Mathare,20100.2329,0.0,50.15,1
MTH_3177,Mathare,20201.6153,0.0,50.4,1
