name,NDVI,NDBI,MNDWI,SAVI,UI,Contrast,Entropy,Homogeneity,Correlation
Mathare,0.16517204757348644,0.13293031948883555,-0.37057093977506034,0.0954871330042619,0.13293031948883555,51375.58613608139,4.347730555470935,0.008323728584434247,0.4717383330597735
Kayole Soweto,0.06437795831659196,0.16065510933907665,-0.2855096669256632,0.03921692228508404,0.16065510933907665,34677.13013240226,4.344204689205038,0.010607992604711229,0.4110072224916142
Kahawa Soweto,0.24796919114536597,0.078180167695354,-0.4129655862410885,0.15440035283137826,0.078180167695354,71383.22175046262,4.3482718705548535,0.0073073104837441255,0.46499483803968855
KCC,0.20510557348233338,0.12475118328627682,-0.3898059310560315,0.12755303534353482,0.12475118328627682,113904.28306374176,4.3480485033207525,0.006063826507198012,0.4300700611438484
Kambi Moto,0.05431741373580234,0.18023517935666244,-0.30601429572209804,0.02929637774226108,0.18023517935666244,43395.69091149009,4.349012153947033,0.008156111430586801,0.3506645606978838
