zone_id,settlement,SCMI,SCMI_PCA,CVA_Direction
MTH_8,Mathare,0.13229325864485145,1.5061714978851666,-3.1944394743800304
MTH_48,Mathare,0.22562035266070127,2.374666850728557,-34.39171105332419
MTH_88,Mathare,0.21385486358093792,2.2024772571813003,-23.842321808100536
MTH_89,Mathare,0.10623876820231562,0.9942827900541638,3.43720556485839
MTH_127,Mathare,0.10843335817403378,0.8409641474868561,-6.852015273601757
MTH_128,Mathare,0.24578033542946806,2.761542960277041,-30.80756903885411
MTH_129,Mathare,0.15125776388543458,1.6754379055896078,-30.682399585462406
MTH_167,Mathare,0.14980552061984154,1.8634280426129772,73.21030660882026
MTH_168,Mathare,0.11513861504997737,1.0827305514118488,24.59466639101854
MTH_169,Mathare,0.1210737801652632,1.037512036746277,-16.762386342212082
MTH_170,Mathare,0.06140880810866825,0.5243346195754301,-21.48035420982327
MTH_207,Mathare,0.16600864243662675,1.633779608429296,22.642284731141594
MTH_208,Mathare,0.14473849246940226,1.3753549009165393,28.542779473639882
MTH_209,Mathare,0.11715330154645857,0.9215327344171992,-1.3375763848390638
MTH_210,Mathare,0.11296813713780704,1.2106937361754442,7.867326270128246
MTH_211,Mathare,0.1372436356510491,1.432828237774837,-26.55901707118171
MTH_212,Mathare,0.13932471708357544,1.2720072170248509,-19.97712559567314
MTH_247,Mathare,0.3327556483761907,3.5449926273829617,159.58681053680337
MTH_248,Mathare,0.4472203284316595,5.420190435065596,146.37953770212718
MTH_249,Mathare,0.27084433331592167,3.2844985559814375,99.75120435767732
MTH_250,Mathare,0.14752684508988548,1.633494705944553,8.995684190007553
MTH_251,Mathare,0.12278382357363903,1.1502153545079723,0.699577580178522
MTH_252,Mathare,0.12284528065030904,1.1326775085355738,8.353097935492476
MTH_253,Mathare,0.07478603861551336,0.807279635645107,50.80523594719339
MTH_254,Mathare,0.04077166075962437,0.34431747837336707,-13.487264153155309
MTH_287,Mathare,0.09444155347623187,1.2312417425443258,97.39319957753767
MTH_288,Mathare,0.10867020323790319,1.3776280502557134,45.29725848225059
MTH_289,Mathare,0.1210501376859344,1.4940610017512135,58.37083519859256
MTH_290,Mathare,0.16386181515029305,1.5471313995894505,1.662853742643113
MTH_291,Mathare,0.1256333681894409,1.1733073609643319,20.844808291952003
MTH_292,Mathare,0.1876402607560045,2.1159946814727366,46.00404627227346
MTH_293,Mathare,0.19836943560592174,1.6403299932561997,-26.09093013459132
MTH_294,Mathare,0.047718068397497024,0.5501941735523445,46.656761124987746
MTH_295,Mathare,0.0718016958171046,0.6933740266272874,47.11777189276286
MTH_327,Mathare,0.17151808393988055,2.2934222325082954,81.51460072196313
MTH_328,Mathare,0.23321920833965798,2.75695331078209,-25.480908700066493
MTH_329,Mathare,0.1356255079430862,1.4479147072103624,3.4432780400932654
MTH_330,Mathare,0.12241216440609452,1.3863506275807453,22.70550260936285
MTH_331,Mathare,0.12825589290105824,1.5362643336805182,32.877772098964705
MTH_332,Mathare,0.14282657345118085,1.371677026138745,-7.545470207403732
MTH_333,Mathare,0.158520469540156,1.4725641364344346,18.44770702011478
MTH_334,Mathare,0.09704781501739386,1.121245125558769,37.99298460866178
MTH_335,Mathare,0.055388404572787715,0.6050815416857752,36.16500711992756
MTH_364,Mathare,0.14019052542556507,1.657717226140216,95.78503624859869
MTH_365,Mathare,0.11951177537640442,1.6675356941335882,105.80359769570687
MTH_366,Mathare,0.11510567537383942,1.588308050822219,87.39067959965287
MTH_367,Mathare,0.08535243134024663,1.086747804770727,82.08146650989916
MTH_368,Mathare,0.09395750381202386,1.1972431124779368,85.30567803373138
MTH_369,Mathare,0.10443138841795532,1.2456796251592792,48.174635414552434
MTH_370,Mathare,0.09424757425283525,0.9730399902901952,38.94163280045934
MTH_371,Mathare,0.11541012150534875,1.292177885808861,45.41924798712279
MTH_372,Mathare,0.13908077082575684,1.6475090535974561,55.7439317775131
MTH_373,Mathare,0.1419013427274494,1.6372507599798267,70.60645112027706
MTH_374,Mathare,0.11177380580222936,1.4363786495767907,73.47320925513715
MTH_375,Mathare,0.06170245029941803,0.8608271971310258,83.85296089515116
MTH_400,Mathare,0.10031992509623174,1.4483444491848845,109.06931703621282
MTH_401,Mathare,0.08057127147410696,0.9767439195784182,60.854520695936195
MTH_402,Mathare,0.09765035418956423,0.9443677443521932,34.509486319645546
MTH_403,Mathare,0.09040658040081236,0.9118706898185606,53.25265777998059
MTH_404,Mathare,0.09670731265766348,1.0551140630460716,62.703786489533236
MTH_405,Mathare,0.09517799082487623,0.8487566996270037,-12.788533897088199
MTH_406,Mathare,0.06768777368449891,0.941107721722591,91.78253648422083
MTH_407,Mathare,0.08364845922902647,1.0962409569350697,96.80104041964759
MTH_408,Mathare,0.10087499899136354,1.2951769622460014,108.23052096529914
MTH_409,Mathare,0.10628148234239922,1.0835835168101056,32.60601987646634
MTH_410,Mathare,0.11981201244835829,1.056997092200392,32.07075333622652
MTH_411,Mathare,0.1251443366504255,1.5061547564759026,49.058299072911076
MTH_412,Mathare,0.10513256015329166,1.2446312411714873,61.16361704972731
MTH_413,Mathare,0.09616504017228376,1.3500470555240982,71.37993836701756
MTH_414,Mathare,0.052112247754263534,0.6815581831621502,63.73552938053813
MTH_415,Mathare,0.059965865476424664,0.6957472402219026,71.55899388313962
MTH_416,Mathare,0.044851735473476664,0.6550579756355757,106.83749278224315
MTH_440,Mathare,0.08112981923297251,1.0231431507760083,69.77857054360824
MTH_441,Mathare,0.07602469872682932,0.7514759044951848,33.533969922545694
MTH_442,Mathare,0.08505443254739174,0.8088508548479191,42.11080940106562
MTH_443,Mathare,0.10615268831297188,0.890937638966351,14.197846452785413
MTH_444,Mathare,0.08871807247610433,0.7781193350498388,24.40029603477391
MTH_445,Mathare,0.11682735144538457,1.3079405886643214,81.89822875040161
MTH_446,Mathare,0.09874474549905005,0.7598645928349017,29.973491190608296
MTH_447,Mathare,0.11281055437994116,1.2546742214274116,82.9170912731148
MTH_448,Mathare,0.08692304386145672,0.9256233772802107,70.32008574171095
MTH_449,Mathare,0.11781084310379167,1.3933382316416203,66.27627393323945
MTH_450,Mathare,0.135145885115126,1.1251432056620967,15.319744567176205
MTH_451,Mathare,0.18177725866108796,2.16167117229436,9.047203284494882
MTH_452,Mathare,0.11493515267970938,1.6229008620740968,98.93106835914926
MTH_453,Mathare,0.09365798290544625,1.3634600830393044,91.56998538527611
MTH_454,Mathare,0.07971930952896138,0.9300944034318356,30.796283879740347
MTH_455,Mathare,0.07040720004031471,0.6672362535176813,3.8633359885174685
MTH_456,Mathare,0.05046590873275902,0.6258806364350549,67.4190818479793
MTH_480,Mathare,0.11002676509893367,1.5699597600865578,108.83904545556038
MTH_481,Mathare,0.09166164597713662,0.7247747573986886,41.127329915432085
MTH_482,Mathare,0.06725383776094275,0.5199378508431329,19.903878903863852
MTH_483,Mathare,0.0820599735678233,0.7141770507794645,52.91169532493207
MTH_484,Mathare,0.11582550234844761,1.1586466833659157,63.74427343199481
MTH_485,Mathare,0.09220908557273695,0.9206683044371073,39.70272670822933
MTH_486,Mathare,0.08934463984679247,0.8222108161471322,54.82103295111884
MTH_487,Mathare,0.09571404043855146,1.1701001176777295,90.45287043985229
MTH_488,Mathare,0.10330707127023334,0.9645420321843536,70.63801898452157
MTH_489,Mathare,0.11642799109811428,1.3868793303282279,67.10016004270119
MTH_490,Mathare,0.13507623234644567,1.2219237720419067,-2.7714542291208915
MTH_491,Mathare,0.09667072228712331,0.8611241125634281,6.891766357776764
MTH_492,Mathare,0.07523497087764917,0.8523079279952609,39.963899527513284
MTH_493,Mathare,0.06252189682110473,0.6148960559310438,32.681955732650394
MTH_494,Mathare,0.05517620264547598,0.7162052293323011,35.361541632461055
MTH_495,Mathare,0.08278623062595425,0.7241385345796547,-25.272771294300462
MTH_496,Mathare,0.04761105460590805,0.5260091372857392,37.052632286560915
MTH_497,Mathare,0.048736519067428,0.6666677776485954,59.70658065722773
MTH_520,Mathare,0.0934380290125843,0.9704290616787847,31.481277598096337
MTH_521,Mathare,0.08877800106560525,0.8564603400866947,47.29967281555537
MTH_522,Mathare,0.060921444504552384,0.5782216945412552,47.07055207582097
MTH_523,Mathare,0.07172276520132456,0.8331940871511556,57.42683245755141
MTH_524,Mathare,0.06782202464688922,0.7102718044454499,45.144998820182074
MTH_525,Mathare,0.058163195606304285,0.5229776973463818,27.410253209926875
MTH_526,Mathare,0.08690467241991093,0.6819076991420878,18.030750064008195
MTH_527,Mathare,0.13362733024154788,1.452102623499047,83.80825317711924
MTH_528,Mathare,0.14018755327188442,1.6241462595858245,95.29327954799487
MTH_529,Mathare,0.16029279757580248,1.953739308744261,44.12954656963186
MTH_530,Mathare,0.1720462330322984,1.908963957640017,-18.114856751581453
MTH_531,Mathare,0.12628540475131744,1.2553178269851424,17.562489117693627
MTH_532,Mathare,0.08666944074189496,1.1950020331820363,54.25933138525302
MTH_533,Mathare,0.06781278300111558,0.6463115188085087,26.913251460208453
MTH_534,Mathare,0.07074309582828037,0.8545550498801326,63.24307698750158
MTH_535,Mathare,0.09742887932194275,0.8151353086799541,13.443264537299552
MTH_536,Mathare,0.1006981024561357,0.7290867743732302,-7.4769613330011
MTH_537,Mathare,0.05547933459948805,0.5829388197256151,26.242031675533013
MTH_560,Mathare,0.10116332519943688,1.3936559698176376,97.96280008346834
MTH_561,Mathare,0.0633966977410365,0.5223913637159099,31.722243633449853
MTH_562,Mathare,0.06060091766344442,0.5759122031957044,1.7483762049922722
MTH_563,Mathare,0.09228553357758054,0.9476424222272372,56.22283172826675
MTH_564,Mathare,0.06111156887897862,0.6463296462961481,42.40339886805275
MTH_565,Mathare,0.06583392972247275,0.7394470151467645,56.544978894124455
MTH_566,Mathare,0.0757912666960714,0.7754420376946757,57.33985539660603
MTH_567,Mathare,0.10018702910065402,1.002436427338371,59.40203229470137
MTH_568,Mathare,0.12797781464205926,1.490161895492589,97.7422730528507
MTH_569,Mathare,0.12368113993269589,1.4026595220135993,51.64500743009607
MTH_570,Mathare,0.1387826756529369,1.4683599338851754,-19.941167678656434
MTH_571,Mathare,0.08999130943044109,0.9125225728779865,11.95169084900227
MTH_572,Mathare,0.10041826649673866,1.2853932730454902,78.58062448307265
MTH_573,Mathare,0.13126999662821157,1.1570533330099988,-26.454417692804466
MTH_574,Mathare,0.1018575709692073,0.8244556994959161,-15.836998117649337
MTH_575,Mathare,0.09855741142978255,0.8641675661913402,27.28208260083602
MTH_576,Mathare,0.1185287544394301,1.0549800850651452,-13.854806203192338
MTH_577,Mathare,0.09274087351969594,0.9805512498164782,20.807692989252704
MTH_578,Mathare,0.06449347956685303,0.5778696654856094,-47.46960661533486
MTH_601,Mathare,0.0438963654948751,0.41484473491049,4.548290418316387
MTH_602,Mathare,0.07085297157954941,0.7254777644326021,45.386257632775546
MTH_603,Mathare,0.06606390822908385,0.7607453032664631,59.52004259520751
MTH_604,Mathare,0.07896406371186834,0.8913266754357316,48.80601166391785
MTH_605,Mathare,0.07647383426818563,0.7947958017983029,28.380600361016157
MTH_606,Mathare,0.09565662908581732,0.9803432025631771,19.439438246051388
MTH_607,Mathare,0.19527791991381277,2.0219870087386536,-26.984878782178807
MTH_608,Mathare,0.12509336432953594,1.2964928570846437,23.65341194130268
MTH_609,Mathare,0.137592147474438,1.9251879980776634,93.44781667960936
MTH_610,Mathare,0.08268937070905552,0.9691462573786636,33.23752748569039
MTH_611,Mathare,0.08485068112411256,0.7548974008701506,0.38491948826339045
MTH_612,Mathare,0.10955954316424261,1.1177785711946087,24.3859889618311
MTH_613,Mathare,0.1528074462079173,1.5327057357046976,-14.373085310032316
MTH_614,Mathare,0.14475499909266945,1.4344682926203243,-35.18078881792325
MTH_615,Mathare,0.07259670903005115,0.6497939978742499,-4.57318805698962
MTH_616,Mathare,0.0769453694519271,0.7368624324394999,36.30947749998714
MTH_617,Mathare,0.13496541866433795,1.38402063215536,-21.03734832678214
MTH_618,Mathare,0.04543069534258548,0.3628951411616646,-11.821304249779086
MTH_641,Mathare,0.07295658331630708,0.7293082755467151,24.66471481309338
MTH_642,Mathare,0.14332177627061984,0.9959476141941248,-2.358360352402805
